age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,deposit
35,management,married,tertiary,no,1133,yes,no,3,nov,102,1,-1,0,yes
58,selfEmployed,married,tertiary,no,5810,no,no,12,mar,139,1,-1,0,yes
42,management,married,tertiary,no,0,no,no,13,aug,325,2,-1,0,no
33,management,married,tertiary,no,644,yes,yes,3,feb,124,2,271,2,no
36,entrepreneur,single,tertiary,no,658,yes,no,16,jun,61,3,-1,0,no
49,management,married,tertiary,no,0,yes,no,18,nov,102,1,-1,0,no
30,services,single,secondary,no,-114,yes,no,21,jul,396,2,-1,0,no
50,blueCollar,married,primary,no,82,no,no,5,apr,456,1,-1,0,yes
44,blueCollar,single,primary,no,36,yes,no,15,may,551,1,371,2,yes
29,blueCollar,married,secondary,no,7863,yes,no,14,may,1129,1,-1,0,yes
36,blueCollar,single,secondary,no,1822,yes,no,8,apr,952,1,323,1,yes
44,blueCollar,single,primary,no,0,yes,no,24,jul,184,1,-1,0,no
30,management,single,tertiary,no,5561,yes,no,19,nov,511,1,-1,0,yes
41,selfEmployed,married,unknown,no,1377,yes,no,15,may,111,4,371,2,no
27,blueCollar,married,secondary,no,197,no,no,23,jul,222,1,-1,0,no
46,admin,single,secondary,no,1693,yes,no,20,oct,427,1,-1,0,yes
34,admin,married,secondary,no,-312,yes,no,9,may,232,1,-1,0,no
35,management,single,tertiary,no,0,no,yes,14,aug,370,4,-1,0,no
59,admin,married,secondary,no,0,yes,no,10,jul,982,1,-1,0,yes
35,admin,divorced,secondary,no,437,yes,no,4,jun,908,1,-1,0,yes
47,services,married,secondary,no,0,yes,no,9,jul,250,1,-1,0,no
57,management,married,tertiary,no,0,yes,no,21,nov,67,1,-1,0,no
48,blueCollar,married,primary,no,476,no,no,11,aug,856,3,-1,0,yes
45,blueCollar,married,secondary,no,2246,yes,yes,21,nov,197,2,99,2,no
31,management,married,tertiary,no,1514,no,no,12,aug,284,2,-1,0,no
58,management,married,tertiary,no,473,no,no,18,feb,1109,1,262,1,yes
40,housemaid,married,tertiary,no,795,yes,no,29,may,725,3,-1,0,no
29,management,single,tertiary,no,2955,no,no,29,apr,226,2,-1,0,yes
30,management,single,tertiary,no,617,no,no,27,feb,192,2,-1,0,yes
42,management,married,tertiary,no,2187,yes,no,17,nov,525,3,-1,0,yes
28,management,single,tertiary,no,890,yes,no,7,sep,201,1,-1,0,yes
48,management,married,tertiary,no,308,yes,no,14,jul,125,5,-1,0,no
37,technician,single,secondary,no,1211,yes,no,21,may,795,1,-1,0,yes
36,management,single,tertiary,no,1089,yes,no,30,may,126,1,-1,0,no
35,housemaid,married,primary,no,113,yes,no,17,jul,923,2,-1,0,yes
26,blueCollar,single,tertiary,no,644,no,no,2,dec,346,1,-1,0,yes
37,unemployed,single,tertiary,no,1032,no,no,4,feb,63,1,-1,0,no
47,blueCollar,married,primary,no,3038,yes,no,14,jul,151,2,-1,0,no
35,selfEmployed,single,tertiary,no,353,no,no,11,feb,352,1,183,1,yes
31,technician,single,tertiary,no,1081,no,no,24,apr,202,5,261,2,yes
31,selfEmployed,single,secondary,no,762,no,no,11,aug,312,3,-1,0,no
37,management,married,tertiary,no,2987,yes,no,15,feb,93,1,91,9,yes
23,housemaid,married,tertiary,no,66,yes,no,7,may,1391,2,-1,0,yes
44,management,married,tertiary,no,309,yes,no,5,feb,676,1,-1,0,yes
43,management,divorced,unknown,no,7702,no,no,22,may,460,1,95,2,yes
48,unemployed,married,secondary,no,817,no,no,16,jul,806,3,183,5,yes
30,technician,single,tertiary,no,3086,yes,no,7,may,84,3,168,1,no
52,admin,divorced,secondary,no,48,no,yes,17,nov,591,1,-1,0,no
21,entrepreneur,single,tertiary,no,2077,no,no,5,aug,323,1,-1,0,yes
49,management,married,tertiary,no,735,yes,no,13,may,50,3,-1,0,no
31,blueCollar,married,primary,no,196,no,no,7,aug,248,1,-1,0,no
34,admin,married,secondary,no,155,no,no,5,feb,696,2,-1,0,yes
25,services,married,secondary,no,4522,yes,no,18,may,177,4,-1,0,no
42,management,divorced,unknown,no,7702,no,no,16,feb,138,2,-1,0,yes
39,technician,married,secondary,no,211,no,no,6,feb,53,2,-1,0,no
40,services,married,secondary,no,0,yes,no,2,jun,297,1,28,3,no
42,admin,married,secondary,no,214,yes,no,28,may,21,24,-1,0,no
36,unemployed,single,tertiary,no,1291,no,no,3,feb,298,1,-1,0,yes
29,blueCollar,single,secondary,no,2891,yes,no,7,may,293,1,-1,0,no
41,retired,divorced,primary,no,-233,yes,no,15,may,1156,2,-1,0,yes
36,blueCollar,single,secondary,no,111,yes,no,6,may,174,3,-1,0,no
22,housemaid,single,secondary,no,1796,no,no,28,jun,369,3,-1,0,yes
44,blueCollar,married,primary,no,140,yes,no,15,may,7,9,-1,0,no
58,management,divorced,secondary,no,10180,no,no,3,mar,180,2,-1,0,yes
57,entrepreneur,married,tertiary,no,958,no,no,6,jun,250,2,-1,0,no
39,blueCollar,married,tertiary,no,597,no,no,16,jul,686,6,-1,0,yes
37,entrepreneur,married,tertiary,no,342,yes,no,6,jun,212,1,-1,0,no
47,admin,single,secondary,no,594,yes,no,7,may,161,1,-1,0,no
28,selfEmployed,married,secondary,no,123,no,yes,22,oct,313,1,-1,0,yes
39,technician,married,secondary,no,0,yes,no,5,may,203,1,-1,0,no
38,technician,married,secondary,no,5115,yes,no,2,jun,318,1,95,7,yes
26,student,single,tertiary,no,97,no,no,27,aug,382,1,-1,0,no
35,blueCollar,married,secondary,no,1454,yes,no,12,aug,323,1,182,4,yes
27,blueCollar,single,secondary,no,-208,yes,no,21,may,127,2,-1,0,no
33,management,married,tertiary,no,322,yes,no,16,apr,77,3,-1,0,no
29,unemployed,single,primary,no,1374,no,no,14,may,1205,2,178,7,yes
41,blueCollar,married,secondary,no,598,yes,no,12,may,69,3,364,11,no
32,unemployed,married,unknown,no,881,no,no,9,feb,79,5,-1,0,no
35,management,single,tertiary,no,2486,yes,no,25,may,265,1,-1,0,no
42,blueCollar,married,secondary,no,349,yes,no,7,apr,226,2,-1,0,no
32,management,single,tertiary,no,11,yes,yes,5,may,399,1,-1,0,no
31,admin,single,tertiary,no,-218,yes,no,2,jun,227,15,-1,0,no
61,selfEmployed,married,tertiary,no,10861,no,no,25,oct,225,1,91,5,yes
30,student,single,secondary,no,48,no,no,18,aug,161,1,173,1,yes
28,blueCollar,single,tertiary,no,1984,yes,no,4,may,32,2,14,1,no
31,technician,single,secondary,no,373,no,no,22,aug,346,5,-1,0,no
33,services,single,secondary,no,100,yes,no,14,may,11,8,297,7,no
31,management,married,tertiary,no,6138,no,no,16,oct,154,2,119,5,yes
35,technician,single,secondary,no,3490,yes,no,29,aug,643,2,-1,0,yes
37,technician,married,primary,no,0,yes,no,6,may,76,4,-1,0,no
34,technician,single,tertiary,no,184,yes,no,30,jul,87,3,-1,0,no
35,management,single,tertiary,no,1618,yes,yes,7,may,542,1,-1,0,yes
45,technician,married,secondary,no,2403,no,no,21,nov,207,1,-1,0,no
31,management,single,tertiary,no,924,no,no,7,sep,231,1,94,3,yes
45,admin,married,secondary,no,231,yes,no,18,jun,151,3,-1,0,no
42,management,married,tertiary,no,1272,yes,no,5,may,117,1,169,1,no
33,management,single,tertiary,no,3143,no,no,29,jun,421,2,-1,0,yes
53,entrepreneur,married,tertiary,no,1961,no,no,15,dec,351,1,-1,0,yes
62,management,married,tertiary,no,0,no,no,3,sep,299,1,-1,0,yes
38,selfEmployed,single,secondary,no,592,no,no,6,may,275,1,-1,0,no
60,technician,married,secondary,no,259,no,no,6,jul,396,1,386,2,yes
30,blueCollar,single,primary,no,395,no,no,21,nov,429,1,-1,0,no
43,services,single,secondary,no,21,no,no,3,feb,203,3,-1,0,no
28,technician,single,tertiary,no,75,yes,yes,5,may,233,2,-1,0,no
51,admin,married,primary,no,658,yes,no,14,may,369,1,-1,0,no
53,housemaid,married,primary,no,1903,no,no,5,jun,827,1,-1,0,no
31,admin,single,secondary,no,410,no,no,25,oct,182,1,185,1,yes
33,management,single,tertiary,no,4128,yes,no,12,may,456,6,-1,0,no
56,admin,single,secondary,no,2815,yes,no,11,sep,212,1,-1,0,yes
58,management,married,tertiary,no,3864,yes,no,15,jul,815,4,-1,0,yes
46,admin,divorced,secondary,no,2196,no,no,28,jul,573,5,-1,0,yes
49,blueCollar,married,primary,no,399,no,no,29,jan,679,1,-1,0,no
27,management,single,tertiary,yes,-713,yes,no,4,jun,525,2,-1,0,yes
39,student,single,tertiary,no,2103,no,no,2,feb,588,1,-1,0,yes
45,selfEmployed,single,primary,no,112,no,no,20,jun,298,4,-1,0,no
34,admin,single,secondary,no,598,yes,no,17,apr,365,1,324,1,no
25,student,single,secondary,no,2975,no,no,2,sep,799,2,-1,0,yes
26,management,single,tertiary,no,47,yes,no,18,may,63,1,-1,0,no
33,admin,married,secondary,no,1077,yes,no,18,may,432,3,374,3,no
33,technician,married,secondary,no,0,no,no,19,aug,78,3,-1,0,no
47,technician,married,tertiary,no,545,yes,no,12,aug,588,3,-1,0,no
43,blueCollar,married,secondary,no,833,no,no,17,jul,156,1,-1,0,no
39,management,single,tertiary,no,1914,no,no,18,aug,94,4,-1,0,no
54,housemaid,married,primary,no,127,no,no,19,aug,176,4,-1,0,no
38,management,married,tertiary,no,1354,yes,no,29,jan,50,2,-1,0,no
42,blueCollar,married,primary,no,-67,yes,no,9,may,128,1,-1,0,no
26,admin,single,secondary,no,255,no,no,30,apr,457,1,80,1,yes
41,selfEmployed,divorced,tertiary,no,4418,yes,no,21,nov,855,3,-1,0,no
43,management,divorced,tertiary,no,-410,no,yes,9,jul,189,1,-1,0,no
64,retired,married,secondary,no,571,yes,no,20,apr,1422,2,-1,0,yes
39,services,single,secondary,no,91,no,no,3,sep,213,1,185,1,yes
34,selfEmployed,single,tertiary,no,462,no,no,21,aug,1877,3,-1,0,yes
35,management,single,tertiary,no,805,no,no,17,sep,613,1,-1,0,no
33,blueCollar,married,secondary,no,-267,yes,no,20,apr,1030,3,-1,0,yes
38,management,married,tertiary,no,676,no,no,15,may,59,3,-1,0,no
53,management,married,tertiary,no,1624,no,no,30,apr,284,3,84,3,yes
32,blueCollar,married,primary,no,1644,no,no,7,sep,492,3,102,5,yes
45,admin,divorced,secondary,no,0,no,no,29,oct,264,1,-1,0,yes
80,retired,married,secondary,no,668,no,no,8,jul,250,1,371,1,yes
43,management,single,tertiary,no,1046,no,no,9,jun,901,1,-1,0,yes
48,services,married,secondary,no,127,no,no,8,jul,117,1,-1,0,no
32,blueCollar,married,primary,no,415,yes,no,2,jun,777,4,-1,0,yes
35,unemployed,single,tertiary,no,415,no,no,4,feb,649,1,176,1,yes
52,retired,married,secondary,no,603,no,yes,9,jun,79,1,-1,0,no
26,blueCollar,married,secondary,no,245,yes,no,28,may,146,2,-1,0,no
39,admin,divorced,secondary,no,878,yes,no,15,may,611,5,-1,0,yes
30,technician,single,secondary,no,4787,yes,no,18,nov,266,1,167,2,no
45,blueCollar,divorced,primary,no,-207,no,no,15,jul,878,2,-1,0,yes
52,unemployed,married,secondary,no,2251,yes,no,3,jun,58,9,-1,0,no
49,entrepreneur,divorced,unknown,yes,-701,yes,no,30,jul,988,2,-1,0,yes
34,technician,married,secondary,no,-25,no,no,15,may,207,1,-1,0,no
31,management,married,tertiary,no,1812,no,no,30,apr,461,1,-1,0,yes
46,admin,single,unknown,no,306,yes,no,11,may,289,5,-1,0,no
28,blueCollar,married,primary,no,278,yes,yes,15,may,31,9,373,4,no
38,technician,married,secondary,no,0,yes,no,22,apr,315,1,-1,0,yes
41,blueCollar,married,secondary,no,213,yes,no,8,may,10,2,-1,0,no
47,technician,married,secondary,no,0,yes,no,25,may,234,1,-1,0,no
62,technician,married,secondary,no,973,no,no,2,feb,326,1,-1,0,yes
48,management,divorced,tertiary,no,174,no,no,6,aug,290,2,-1,0,no
48,blueCollar,married,secondary,no,3776,no,no,4,may,254,4,-1,0,no
25,blueCollar,single,primary,no,-289,yes,no,13,may,56,2,-1,0,no
29,admin,single,secondary,no,464,no,no,10,aug,317,2,518,1,yes
43,management,divorced,tertiary,no,666,no,no,13,aug,160,3,-1,0,no
34,management,married,tertiary,no,703,yes,no,14,apr,342,1,-1,0,yes
52,technician,married,secondary,no,386,no,no,20,apr,438,1,-1,0,yes
59,admin,married,primary,no,1040,no,no,31,jul,733,1,-1,0,no
33,student,married,secondary,no,1536,no,no,9,nov,262,1,94,2,yes
39,management,married,tertiary,no,351,yes,no,20,may,999,3,-1,0,no
78,retired,divorced,primary,no,2787,no,no,1,jul,372,1,-1,0,yes
67,retired,divorced,tertiary,no,443,no,no,18,aug,441,1,-1,0,yes
37,selfEmployed,single,tertiary,no,1188,no,no,24,jun,310,1,-1,0,yes
37,technician,single,tertiary,no,6101,no,no,4,may,60,5,87,1,no
33,management,married,tertiary,no,644,no,no,11,aug,99,2,-1,0,no
61,management,single,tertiary,no,2,no,no,12,aug,131,1,114,3,yes
42,technician,married,secondary,no,994,yes,no,12,nov,227,3,93,6,yes
26,services,single,secondary,no,397,no,no,29,jan,268,1,-1,0,no
49,management,married,secondary,no,249,no,no,6,nov,234,1,-1,0,yes
48,admin,married,secondary,no,-30,yes,no,7,may,133,1,-1,0,no
43,unemployed,married,secondary,no,210,yes,no,12,may,88,5,-1,0,no
35,management,married,tertiary,no,4943,yes,no,18,nov,295,1,124,2,no
50,admin,divorced,secondary,no,797,yes,no,25,jul,72,8,-1,0,no
37,admin,single,tertiary,no,1000,yes,no,15,jun,322,1,90,1,yes
59,retired,married,tertiary,no,1296,no,no,11,aug,862,11,-1,0,no
33,blueCollar,married,primary,no,925,no,no,20,nov,884,3,-1,0,no
59,admin,divorced,secondary,no,-41,yes,yes,20,may,171,1,-1,0,no
49,blueCollar,married,secondary,no,90,yes,no,7,may,127,1,-1,0,no
36,admin,divorced,tertiary,no,125,yes,no,26,may,172,1,-1,0,no
28,student,single,tertiary,no,0,no,no,28,sep,294,2,105,7,yes
70,housemaid,divorced,primary,no,1311,no,no,11,aug,651,1,-1,0,yes
24,student,single,secondary,no,1809,no,no,11,oct,165,1,95,2,yes
57,housemaid,married,primary,no,1969,no,no,14,aug,286,3,-1,0,no
39,technician,divorced,secondary,no,902,yes,no,10,feb,691,2,180,5,yes
46,services,divorced,secondary,no,5,yes,yes,29,jan,305,2,-1,0,no
37,admin,married,secondary,no,1967,no,no,27,may,242,1,212,1,yes
44,entrepreneur,married,secondary,no,692,no,no,18,jun,73,4,-1,0,no
25,selfEmployed,single,secondary,no,1242,yes,no,28,may,615,2,-1,0,yes
34,blueCollar,married,secondary,no,800,no,no,5,apr,144,1,-1,0,yes
38,management,divorced,tertiary,no,4335,yes,no,20,nov,640,1,-1,0,no
29,unemployed,single,tertiary,no,150,yes,no,5,may,165,1,-1,0,no
28,admin,single,secondary,no,261,yes,yes,29,jan,254,3,142,6,yes
43,services,divorced,secondary,no,5571,no,no,9,jun,149,1,-1,0,no
32,blueCollar,married,secondary,no,225,yes,no,17,apr,574,1,150,1,yes
38,technician,married,tertiary,no,3234,no,no,18,nov,578,2,-1,0,yes
30,services,single,tertiary,no,1788,no,no,4,aug,288,1,181,2,yes
59,services,married,secondary,no,-22,yes,no,26,may,748,3,-1,0,yes
28,technician,single,tertiary,no,4513,yes,no,27,may,167,3,-1,0,no
41,blueCollar,married,secondary,yes,720,no,yes,24,jul,651,1,-1,0,yes
34,management,single,tertiary,no,1228,no,no,30,apr,580,2,84,8,yes
28,technician,single,tertiary,no,2489,yes,no,27,feb,342,2,-1,0,yes
37,unemployed,single,tertiary,no,1291,no,no,5,aug,150,1,97,2,yes
31,admin,single,secondary,no,3950,yes,no,21,nov,529,1,-1,0,yes
57,services,married,secondary,no,84,yes,no,15,may,59,1,-1,0,no
68,retired,married,secondary,no,1146,no,no,13,may,356,1,71,5,yes
37,blueCollar,married,secondary,no,509,yes,no,20,apr,172,1,-1,0,no
40,unemployed,divorced,secondary,no,1694,no,no,12,aug,473,6,-1,0,yes
42,technician,divorced,secondary,no,0,yes,no,28,may,471,2,-1,0,no
39,blueCollar,married,secondary,no,167,yes,yes,12,may,612,1,-1,0,yes
60,retired,divorced,tertiary,no,4,yes,no,2,dec,415,1,190,5,yes
61,retired,married,secondary,no,1058,no,no,27,apr,159,3,-1,0,yes
33,blueCollar,single,secondary,no,45,no,no,20,jun,13,12,-1,0,no
38,selfEmployed,married,secondary,no,30,no,no,16,jun,91,1,-1,0,no
45,selfEmployed,married,tertiary,no,-497,yes,yes,15,may,217,1,176,1,no
38,admin,divorced,secondary,no,-51,no,yes,30,jan,102,1,-1,0,no
59,retired,married,tertiary,no,9676,no,no,27,mar,234,2,-1,0,yes
37,entrepreneur,married,tertiary,no,7944,no,no,21,nov,102,1,-1,0,no
28,blueCollar,married,secondary,no,948,yes,no,9,may,455,1,-1,0,no
31,technician,single,tertiary,no,967,no,no,21,nov,210,3,-1,0,no
58,management,divorced,secondary,no,3161,no,no,30,jul,542,2,-1,0,yes
37,technician,married,secondary,no,1824,yes,no,3,jul,112,2,324,2,no
60,services,married,secondary,no,8837,yes,no,16,may,144,4,-1,0,no
80,retired,married,primary,no,997,no,no,29,oct,746,2,86,1,yes
37,admin,married,secondary,no,36,yes,no,13,may,428,1,-1,0,no
58,blueCollar,married,secondary,no,25,no,no,9,jun,486,3,-1,0,yes
42,blueCollar,married,secondary,no,160,yes,yes,26,jun,190,1,-1,0,no
43,technician,divorced,secondary,no,-36,yes,no,17,nov,190,1,104,1,no
42,management,married,tertiary,no,372,yes,no,3,aug,654,2,-1,0,yes
34,management,single,tertiary,no,9827,yes,no,13,aug,871,4,-1,0,yes
39,management,married,tertiary,no,-17,yes,yes,28,aug,908,1,-1,0,yes
30,management,married,tertiary,no,14,no,no,24,jul,90,2,-1,0,no
38,services,married,secondary,no,105,no,no,30,jul,244,2,-1,0,no
38,management,married,tertiary,no,595,yes,no,18,nov,70,1,-1,0,no
49,admin,married,secondary,no,0,no,no,22,aug,115,2,-1,0,no
35,blueCollar,married,secondary,no,1949,yes,no,2,jun,200,3,-1,0,no
60,management,married,tertiary,no,73,no,no,8,aug,243,2,-1,0,yes
37,blueCollar,married,primary,no,-738,yes,no,5,may,303,1,-1,0,no
30,admin,single,secondary,no,69,yes,no,17,apr,997,1,-1,0,yes
41,technician,married,secondary,no,1819,no,no,22,sep,397,1,371,3,yes
33,admin,married,tertiary,no,79,yes,no,22,oct,249,2,335,2,yes
53,admin,single,secondary,no,2398,yes,no,2,aug,317,1,180,2,yes
31,technician,single,secondary,no,1222,yes,no,20,apr,186,3,-1,0,no
25,student,single,secondary,no,1608,no,no,30,apr,664,2,-1,0,yes
71,retired,married,tertiary,no,4388,no,no,8,jul,896,2,-1,0,yes
50,management,married,tertiary,no,67,no,yes,20,jun,156,3,-1,0,no
33,services,married,secondary,no,1082,yes,yes,19,nov,351,1,-1,0,no
59,services,married,secondary,no,2965,yes,no,13,may,1970,3,-1,0,yes
33,services,married,secondary,no,3444,yes,no,21,oct,144,1,91,4,yes
53,management,single,tertiary,no,720,yes,no,17,nov,99,1,-1,0,no
43,unemployed,married,primary,no,519,no,no,20,jun,973,2,-1,0,yes
28,management,single,secondary,no,1633,no,no,5,jun,275,1,-1,0,yes
35,management,single,tertiary,no,397,yes,no,17,apr,594,1,-1,0,yes
31,selfEmployed,married,tertiary,no,2666,no,no,8,jul,411,2,148,9,yes
42,technician,married,secondary,no,1812,yes,no,31,jul,84,2,-1,0,no
31,blueCollar,married,secondary,no,625,yes,no,2,jul,135,2,49,3,yes
78,retired,divorced,secondary,no,3417,no,no,12,may,309,1,181,1,yes
52,admin,divorced,secondary,no,361,no,yes,20,nov,147,1,-1,0,no
55,unemployed,divorced,secondary,no,309,no,no,21,oct,467,2,184,1,yes
47,admin,divorced,secondary,no,225,no,no,28,aug,1126,4,-1,0,yes
38,blueCollar,married,secondary,no,292,yes,yes,6,jun,84,2,-1,0,no
40,technician,divorced,tertiary,no,4736,yes,no,11,feb,285,2,-1,0,yes
46,management,married,tertiary,no,0,no,no,18,nov,716,2,110,3,yes
30,management,married,tertiary,no,5381,no,no,17,nov,375,1,-1,0,no
19,student,single,secondary,no,329,no,no,22,oct,252,2,-1,0,yes
34,technician,single,secondary,no,1279,yes,no,21,oct,339,3,91,10,yes
28,blueCollar,single,secondary,no,-197,yes,no,9,may,2016,2,-1,0,yes
36,management,married,tertiary,no,255,no,no,22,may,970,2,92,2,yes
38,management,single,tertiary,no,6158,yes,no,15,apr,139,5,145,9,yes
38,blueCollar,divorced,secondary,no,0,yes,no,11,may,580,1,173,1,no
48,housemaid,married,primary,no,7195,no,no,21,nov,609,2,-1,0,yes
54,management,married,secondary,no,2895,yes,no,9,feb,20,2,256,1,no
29,services,single,tertiary,no,1788,no,no,27,oct,353,1,-1,0,yes
41,blueCollar,married,primary,no,2453,yes,no,15,may,1052,1,-1,0,yes
56,technician,divorced,secondary,no,1480,yes,yes,5,feb,576,1,-1,0,no
36,management,single,tertiary,no,-78,yes,no,2,jun,1068,1,-1,0,yes
31,management,married,tertiary,no,676,no,no,7,aug,1182,1,-1,0,yes
35,management,married,tertiary,no,1471,yes,yes,13,aug,236,3,-1,0,no
47,blueCollar,married,secondary,no,292,no,no,10,feb,277,1,-1,0,yes
35,admin,single,secondary,no,181,yes,no,18,may,217,4,301,1,no
51,entrepreneur,married,primary,no,538,no,no,18,nov,1122,4,-1,0,yes
29,unemployed,single,tertiary,no,1311,no,no,28,aug,622,1,-1,0,yes
35,blueCollar,married,secondary,no,126,yes,no,16,apr,472,1,-1,0,no
38,entrepreneur,single,secondary,no,2543,no,no,11,nov,357,3,93,5,yes
49,management,married,tertiary,no,1808,yes,no,1,jun,205,1,95,1,yes
27,services,single,secondary,no,246,no,no,17,jun,453,2,-1,0,yes
45,services,single,secondary,no,482,yes,yes,30,may,637,2,-1,0,no
45,management,married,tertiary,no,0,yes,no,5,may,469,2,342,1,no
56,management,married,secondary,no,0,no,no,27,oct,298,1,111,8,yes
29,services,married,secondary,no,376,no,yes,28,jan,49,3,183,4,no
34,unemployed,married,secondary,no,438,yes,yes,9,apr,272,1,323,1,no
42,admin,single,secondary,no,4253,yes,no,13,may,146,1,-1,0,no
31,entrepreneur,single,tertiary,no,734,yes,no,7,may,295,1,168,4,no
56,blueCollar,married,secondary,no,249,yes,no,29,may,791,2,-1,0,yes
48,management,married,tertiary,no,1147,no,no,5,aug,389,1,64,2,yes
23,student,single,secondary,no,4126,no,no,25,mar,96,2,-1,0,yes
37,blueCollar,married,primary,no,0,yes,no,26,may,24,1,-1,0,no
59,retired,married,primary,no,3400,yes,no,5,aug,515,3,-1,0,yes
58,management,married,tertiary,no,1318,no,no,16,jul,184,1,179,5,no
59,management,divorced,tertiary,no,59,yes,no,5,may,273,1,-1,0,no
42,blueCollar,married,primary,no,-181,yes,no,15,may,297,3,-1,0,no
37,management,married,tertiary,no,4089,yes,no,2,feb,289,2,174,4,yes
47,management,single,tertiary,no,-230,no,no,4,feb,293,1,-1,0,no
31,selfEmployed,single,tertiary,no,17924,yes,no,14,may,745,1,174,3,yes
31,blueCollar,married,secondary,no,0,yes,no,9,may,133,1,-1,0,no
69,retired,single,tertiary,no,2144,no,no,29,jul,417,1,184,4,yes
35,management,married,tertiary,no,0,yes,yes,25,jul,86,4,-1,0,no
50,entrepreneur,married,primary,no,431,yes,no,20,apr,12,5,-1,0,no
44,unemployed,married,secondary,no,0,yes,no,2,feb,699,1,272,1,yes
26,management,single,tertiary,no,194,no,no,22,apr,407,2,-1,0,yes
57,services,single,secondary,no,0,no,no,6,aug,355,1,-1,0,yes
40,technician,divorced,secondary,no,0,no,no,7,aug,674,2,-1,0,yes
26,admin,single,tertiary,no,313,no,yes,26,feb,210,2,-1,0,yes
25,technician,single,tertiary,no,1231,no,no,31,aug,271,2,-1,0,yes
41,admin,single,secondary,no,90,yes,no,15,may,77,2,347,4,no
39,technician,single,unknown,no,75,no,no,6,jun,26,1,-1,0,no
37,admin,single,secondary,no,810,yes,no,8,apr,376,1,295,1,no
31,technician,single,secondary,no,1970,no,no,17,apr,284,3,-1,0,no
46,admin,single,secondary,no,849,yes,no,5,jun,508,2,-1,0,yes
71,retired,divorced,primary,no,275,no,no,14,jun,293,1,425,1,yes
50,technician,married,primary,no,249,yes,no,6,may,129,1,-1,0,no
60,management,married,tertiary,no,3387,no,no,14,aug,636,2,-1,0,no
46,services,married,secondary,no,-119,yes,no,22,jul,151,3,-1,0,no
30,technician,married,secondary,no,743,no,no,29,jan,142,2,-1,0,no
32,unemployed,married,secondary,no,262,no,no,29,jan,203,1,-1,0,no
39,selfEmployed,married,secondary,no,4722,yes,no,17,jun,483,1,-1,0,no
32,technician,single,tertiary,no,6281,yes,no,3,jun,1336,4,-1,0,yes